t;x;y;
0.000;-1.177E-3;0.3
0.033;-3.469E-4;0.3
0.067;-8.560E-4;0.3
0.100;1.915E-3;0.302
0.133;6.791E-3;0.301
0.167;1.282E-2;0.299
0.200;2.143E-2;0.298
0.233;3.089E-2;0.296
0.267;4.259E-2;0.294
0.300;5.621E-2;0.291
0.333;7.022E-2;0.288
0.367;8.586E-2;0.28500000000000003
0.400;0.103;0.28
0.433;0.122;0.275
0.467;0.143;0.27
0.500;0.165;0.263
0.533;0.190;0.253
0.567;0.220;0.243
0.600;0.248;0.23099999999999998
0.633;0.280;0.217
0.666;0.314;0.20199999999999999
0.700;0.352;0.186
0.733;0.390;0.17099999999999999
0.766;0.435;0.16099999999999998
0.800;0.480;0.15599999999999997
0.833;0.527;0.16299999999999998
0.866;0.569;0.174
0.900;0.609;0.186
0.933;0.648;0.19499999999999998
0.966;0.683;0.204
1.000;0.717;0.211
1.033;0.746;0.216
1.066;0.779;0.222
1.100;0.809;0.22599999999999998
1.133;0.839;0.22799999999999998
1.166;0.867;0.22799999999999998
1.200;0.896;0.22699999999999998
1.233;0.926;0.222
1.266;0.957;0.212
1.300;0.988;0.20199999999999999
1.333;1.021;0.19399999999999998
1.366;1.059;0.186
1.400;1.096;0.18
1.433;1.134;0.173
1.466;1.171;0.174
1.500;1.211;0.174
1.533;1.250;0.173
1.566;1.288;0.173
