t;x;y;
0.000;2.871E-4;0.3
0.033;7.392E-4;0.299
0.067;7.680E-4;0.299
0.100;2.131E-3;0.302
0.133;7.332E-3;0.302
0.167;1.435E-2;0.292
0.200;2.165E-2;0.295
0.233;3.143E-2;0.297
0.267;4.227E-2;0.293
0.300;5.435E-2;0.29
0.333;6.982E-2;0.29
0.367;8.547E-2;0.287
0.400;0.101;0.27999999999999997
0.433;0.120;0.275
0.467;0.143;0.273
0.500;0.165;0.266
0.533;0.188;0.255
0.567;0.214;0.244
0.600;0.242;0.23299999999999998
0.633;0.274;0.21999999999999997
0.666;0.307;0.206
0.700;0.344;0.18999999999999997
0.733;0.385;0.174
0.766;0.436;0.15899999999999997
0.800;0.474;0.15499999999999997
0.833;0.520;0.15899999999999997
0.866;0.563;0.16899999999999998
0.900;0.602;0.179
0.933;0.642;0.18799999999999997
0.966;0.680;0.19699999999999998
1.000;0.714;0.205
1.033;0.748;0.211
1.066;0.781;0.21699999999999997
1.100;0.814;0.22199999999999998
1.133;0.844;0.22499999999999998
1.166;0.874;0.22599999999999998
1.200;0.904;0.22499999999999998
1.233;0.934;0.22099999999999997
1.266;0.965;0.213
1.300;0.998;0.20299999999999999
1.333;1.032;0.19499999999999998
1.366;1.069;0.18699999999999997
1.400;1.106;0.181
1.433;1.145;0.176
1.466;1.185;0.17099999999999999
1.500;1.224;0.16999999999999998
1.533;1.264;0.16999999999999998
1.566;1.304;0.16999999999999998
1.600;1.342;0.16899999999999998
